phi,k_s,rho_s,c_ps,gamma,ra,q_wm2_nominal,q_wm2_actual,q_Wcm2,heat_flux_mismatch,material,seed,log_q,log_ra,r_d,C1,C3,bubble_vol_factor,q_star,delta_T,log_delta_T,HTC,log_HTC,T_wall_ss,T_wall_std,n_sites_ss,q_out_ss,q_mc_ss,q_me_ss,q_nc_ss,q_rad_ss,br_ss,sim_name
10,1.4,2330,700,1.0576212892968957,5e-08,750000,750000,75,FALSE,SiO2,0,1.8750612633922792,-7.301029996,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.556615599,47.30666503906252,1.674922332825919,15854.002800254524,4.200138930565781,420.4566650390625,0.009715862,256,749844.8125,613990.6875,8678.707031,126116.2188,1059.177734,0.000149917,SiO2_phi10_q750000_r5e-08_seed0
10,1.4,2330,700,1.0576212892968957,1e-07,750000,750000,75,FALSE,SiO2,0,1.8750612633922792,-7,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.556615599,47.30645141601565,1.6749203716747818,15854.074392612056,4.200140891716918,420.4564514160156,0.011099057272076607,256,749846.3125,613986.4375,8678.657227,126122.1172,1059.1744384765625,0.000149915,SiO2_phi10_q750000_r1e-07_seed0
10,1.4,2330,700,1.0576212892968957,5e-07,750000,750000,75,FALSE,SiO2,0,1.8750612633922792,-6.301029996,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.556615599,47.30690917968752,1.6749245741306604,15853.92098120907,4.200136689,420.4569091796875,0.009186356,256,750157.625,614307,8679.193359,126112.2422,1059.1810302734375,0.000149904,SiO2_phi10_q750000_r5e-07_seed0
10,1.4,2330,700,1.0576212892968957,1e-06,750000,750000,75,FALSE,SiO2,0,1.8750612633922792,-6,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.556615599,47.30660400390627,1.6749217724979264,15854.02325514784,4.200139490893774,420.45660400390625,0.011913299,256,749962.75,614101.5625,8679.220703,126122.8125,1059.176513671875,0.000149918,SiO2_phi10_q750000_r1e-06_seed0
10,1.4,2330,700,1.0576212892968957,5e-06,750000,750000,75,FALSE,SiO2,0,1.8750612633922792,-5.301029996,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.556615599,47.30614624,1.6749175700149375,15854.17666853016,4.200143693376763,420.4561462402344,0.008907744,256,749965,614096.5,8679.023438,126130.2891,1059.17041,0.000149912,SiO2_phi10_q750000_r5e-06_seed0
10,1.4,2330,700,1.0576212892968957,1e-08,1000000,1000000,100,FALSE,SiO2,0,2.0000000000004343,-8,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.7421541320544534,53.91228637695315,1.73168775,18548.647575582843,4.26831225,427.0622863769531,0.013423834927380085,256,999811.5625,839789,10414.83105,148457.3438,1150.385254,0.000150313,SiO2_phi10_q1000000_r1e-08_seed0
10,1.4,2330,700,1.0576212892968957,5e-08,1000000,1000000,100,FALSE,SiO2,0,2.0000000000004343,-7.301029996,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.7421541320544534,53.91204223632815,1.7316857836032413,18548.731573113342,4.2683142163967585,427.0620422363281,0.013864707201719284,256,999811.4375,839784.875,10414.83105,148461.2813,1150.3817138671875,0.000150313,SiO2_phi10_q1000000_r5e-08_seed0
10,1.4,2330,700,1.0576212892968957,1e-07,1000000,1000000,100,FALSE,SiO2,0,2.0000000000004343,-7,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.7421541320544534,53.91228637695315,1.73168775,18548.647575582843,4.26831225,427.0622863769531,0.016268815845251083,256,999812.5,839788.875,10414.83105,148458.3438,1150.3856201171875,0.000150313,SiO2_phi10_q1000000_r1e-07_seed0
10,1.4,2330,700,1.0576212892968957,5e-07,1000000,1000000,100,FALSE,SiO2,0,2.0000000000004343,-6.301029996,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.7421541320544534,53.91170654296877,1.7316830793794458,18548.847070959975,4.2683169206205545,427.06170654296875,0.014384244568645954,256,999817.0625,839780.1875,10414.8291,148471.6406,1150.377197265625,0.000150312,SiO2_phi10_q1000000_r5e-07_seed0
10,1.4,2330,700,1.0576212892968957,1e-06,1000000,1000000,100,FALSE,SiO2,0,2.0000000000004343,-6,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.7421541320544534,53.91182861328127,1.7316840627355015,18548.805071576597,4.268315937264498,427.06182861328125,0.015243274,256,999817.5625,839781.875,10414.82813,148470.4531,1150.378662109375,0.000150312,SiO2_phi10_q1000000_r1e-06_seed0
10,1.4,2330,700,1.0576212892968957,5e-06,1000000,1000000,100,FALSE,SiO2,0,2.0000000000004343,-5.301029996,0.000262073,11.430051644530904,1.9848077530122081,3.9993110933313583,0.7421541320544534,53.91179809570315,1.7316838168966961,18548.81557140461,4.268316183103304,427.0617980957031,0.018833097,256,999817.75,839781.375,10414.83301,148471.1406,1150.3785400390625,0.000150312,SiO2_phi10_q1000000_r5e-06_seed0
15,1.4,2330,700,1.0576212892968957,1e-08,10000,10000,1,FALSE,SiO2,0,4.342945178152237e-11,-8,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.007421541,5.579431152343773,0.7465899229534386,1792.297409351357,3.2534100770465613,378.72943115234375,0.069040529,3,9450.071289,89.33873748779297,10.705631256103516,8775.231445,574.7945556640625,3.069129661525949e-06,SiO2_phi15_q10000_r1e-08_seed0
15,1.4,2330,700,1.0576212892968957,5e-08,10000,10000,1,FALSE,SiO2,0,4.342945178152237e-11,-7.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.007421541,5.579248046875023,0.7465756700668251,1792.3562308008643,3.253424329933175,378.729248,0.069081657,3,9449.711914,89.32316589355469,10.697741508483887,8774.898438,574.7928466796875,3.0667069950141013e-06,SiO2_phi15_q10000_r5e-08_seed0
